prices,sentiment
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Neutral
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Negative
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
49.99,Positive
